"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 27 23:49:52 EEST 2024","Sun Oct 27 23:50:30 EEST 2024","38395","Default Suite","Mobile_Contacts_Automation","tests.Create_Contact_Test","tests.Create_Contact_Test","create_Contact","create_Contact",""
